GenerationDepth,TaskId,Algorithm,Strategy,SolutionLength,StatesVisited,StatesProcessed,MaxTreeLevel,DurationInMiliseconds
4,15,bfs,ulrd,4,46,142,4,6
4,15,dfs,drlu,24,350,2577,25,9
4,15,dfs,drul,24,113,553,25,6
4,15,dfs,ludr,24,241,1404,25,7
4,15,dfs,lurd,24,310,2216,25,8
4,15,dfs,rdlu,24,354,2630,25,9
4,15,dfs,rdul,24,118,606,25,7
4,15,dfs,uldr,24,1768,29346,25,27
4,15,dfs,ulrd,24,461,5011,25,10
4,16,astr,hamm,4,5,15,4,4
4,16,astr,manh,4,5,15,4,5
4,16,bd,astrmanhastrmanh,4,6,20,3,5
4,16,bd,bfsrdulbfslurd,4,16,52,3,7
4,16,bfs,drlu,4,39,115,4,7
4,16,bfs,drul,4,39,115,4,6
4,16,bfs,ludr,4,58,179,4,7
4,16,bfs,lurd,4,70,213,4,6
4,16,bfs,rdlu,4,51,149,4,7
4,16,bfs,rdul,4,51,149,4,6
4,16,bfs,uldr,4,58,179,4,6
4,16,bfs,ulrd,4,70,213,4,6
4,16,dfs,drlu,24,113,597,25,7
4,16,dfs,drul,24,350,2621,25,9
4,16,dfs,ludr,24,212,1229,25,11
4,16,dfs,lurd,24,339,2387,25,8
4,16,dfs,rdlu,24,1610,27772,25,26
4,16,dfs,rdul,24,622,6965,25,11
4,16,dfs,uldr,24,305,2202,25,8
4,16,dfs,ulrd,24,246,1414,25,7
4,17,astr,hamm,4,5,14,4,5
4,17,astr,manh,4,5,14,4,5
4,17,bd,astrmanhastrmanh,4,6,19,3,6
4,17,bd,bfsrdulbfslurd,4,18,58,3,7
4,17,bfs,drlu,4,33,104,4,6
4,17,bfs,drul,4,33,104,4,6
4,17,bfs,ludr,4,54,169,4,7
4,17,bfs,lurd,4,48,148,4,6
4,17,bfs,rdlu,4,27,83,4,6
4,17,bfs,rdul,4,27,83,4,7
4,17,bfs,uldr,4,54,169,4,6
4,17,bfs,ulrd,4,48,148,4,6
4,17,dfs,drlu,24,423,4851,25,10
4,17,dfs,drul,24,1735,29239,25,27
4,17,dfs,ludr,24,155,742,25,7
4,17,dfs,lurd,24,387,2737,25,9
4,17,dfs,rdlu,24,58,238,25,6
4,17,dfs,rdul,24,33,145,25,6
4,17,dfs,uldr,24,155,742,25,7
4,17,dfs,ulrd,24,387,2737,25,8
4,18,astr,hamm,4,5,14,4,4
4,18,astr,manh,4,8,22,4,6
4,18,bd,astrmanhastrmanh,4,12,36,4,6
4,18,bd,bfsrdulbfslurd,4,12,37,2,8
4,18,bfs,drlu,4,40,127,4,6
4,18,bfs,drul,4,35,110,4,6
4,18,bfs,ludr,4,44,137,4,6
4,18,bfs,lurd,4,46,142,4,7
4,18,bfs,rdlu,4,42,132,4,6
4,18,bfs,rdul,4,37,115,4,6
4,18,bfs,uldr,4,39,120,4,6
4,18,bfs,ulrd,4,41,125,4,6
4,18,dfs,drlu,24,113,594,25,6
4,18,dfs,drul,24,350,2618,25,9
4,18,dfs,ludr,24,456,4999,25,10
4,18,dfs,lurd,24,1773,29358,25,29
4,18,dfs,rdlu,24,118,565,25,7
4,18,dfs,rdul,24,355,2589,25,8
4,18,dfs,uldr,24,305,2204,25,8
4,18,dfs,ulrd,24,246,1416,25,7
4,19,astr,hamm,4,5,13,4,4
4,19,astr,manh,4,5,13,4,5
4,19,bd,astrmanhastrmanh,4,6,18,3,5
4,19,bd,bfsrdulbfslurd,4,10,29,2,8
4,19,bfs,drlu,4,27,85,4,6
4,19,bfs,drul,4,27,85,4,7
4,19,bfs,ludr,4,54,167,4,15
4,19,bfs,lurd,4,54,167,4,6
4,19,bfs,rdlu,4,27,85,4,6
4,19,bfs,rdul,4,27,85,4,7
4,19,bfs,uldr,4,54,167,4,6
4,19,bfs,ulrd,4,54,167,4,6
4,19,dfs,drlu,24,57,223,25,6
4,19,dfs,drul,24,32,130,25,7
4,19,dfs,ludr,24,1113,14711,25,17
4,19,dfs,lurd,24,1286,21938,25,23
4,19,dfs,rdlu,24,57,235,25,6
4,19,dfs,rdul,24,32,142,25,6
4,19,dfs,uldr,24,1798,29495,25,26
4,19,dfs,ulrd,24,486,5119,25,10
4,20,astr,hamm,8,9,24,8,4
4,20,astr,manh,4,5,12,4,5
4,20,bd,astrmanhastrmanh,4,6,17,3,5
4,20,bd,bfsrdulbfslurd,4,18,56,3,10
4,20,bfs,drlu,4,30,95,4,6
4,20,bfs,drul,4,22,70,4,6
4,20,bfs,ludr,4,37,118,4,7
4,20,bfs,lurd,4,37,118,4,7
4,20,bfs,rdlu,4,30,95,4,6
4,20,bfs,rdul,4,22,70,4,6
4,20,bfs,uldr,4,29,93,4,6
4,20,bfs,ulrd,4,29,93,4,7
4,20,dfs,drlu,24,57,222,25,7
4,20,dfs,drul,24,32,129,25,6
4,20,dfs,ludr,24,2115,53319,25,41
4,20,dfs,lurd,24,7678,308809,25,199
4,20,dfs,rdlu,24,57,234,25,7
4,20,dfs,rdul,24,32,141,25,6
4,20,dfs,uldr,24,1798,29495,25,26
4,20,dfs,ulrd,24,486,5119,25,10
4,21,astr,hamm,4,5,14,4,5
4,21,astr,manh,4,5,14,4,4
4,21,bd,astrmanhastrmanh,4,6,19,3,5
4,21,bd,bfsrdulbfslurd,4,16,52,3,8
4,21,bfs,drlu,4,36,106,4,6
4,21,bfs,drul,4,36,106,4,6
4,21,bfs,ludr,4,53,164,4,9
4,21,bfs,lurd,4,73,222,4,6
4,21,bfs,rdlu,4,56,164,4,6
4,21,bfs,rdul,4,56,164,4,6
4,21,bfs,uldr,4,53,164,4,6
4,21,bfs,ulrd,4,73,222,4,7
4,21,dfs,drlu,4,5,14,4,7
4,21,dfs,drul,4,5,14,4,6
4,21,dfs,ludr,24,197,1177,25,7
4,21,dfs,lurd,24,348,2428,25,9
4,21,dfs,rdlu,24,1624,27823,25,26
4,21,dfs,rdul,24,636,7016,25,12
4,21,dfs,uldr,24,290,2150,25,8
4,21,dfs,ulrd,24,255,1455,25,7
4,22,astr,hamm,4,5,13,4,4
4,22,astr,manh,4,5,13,4,5
4,22,bd,astrmanhastrmanh,4,6,18,3,6
4,22,bd,bfsrdulbfslurd,4,10,31,2,8
4,22,bfs,drlu,4,30,95,4,6
4,22,bfs,drul,4,30,95,4,6
4,22,bfs,ludr,4,49,154,4,8
4,22,bfs,lurd,4,51,157,4,6
4,22,bfs,rdlu,4,32,98,4,6
4,22,bfs,rdul,4,32,98,4,6
4,22,bfs,uldr,4,49,154,4,6
4,22,bfs,ulrd,4,51,157,4,6
4,22,dfs,drlu,24,415,4809,25,10
4,22,dfs,drul,24,1729,29197,25,27
4,22,dfs,ludr,24,140,690,25,7
4,22,dfs,lurd,24,396,2778,25,8
4,22,dfs,rdlu,24,274,2078,25,8
4,22,dfs,rdul,24,219,1319,25,8
4,22,dfs,uldr,24,140,690,25,6
4,22,dfs,ulrd,24,396,2778,25,8
4,23,astr,hamm,4,5,14,4,5
4,23,astr,manh,4,7,19,4,5
4,23,bd,astrmanhastrmanh,4,10,31,4,7
4,23,bd,bfsrdulbfslurd,4,16,49,3,8
4,23,bfs,drlu,4,48,148,4,7
4,23,bfs,drul,4,61,186,4,6
4,23,bfs,ludr,4,48,142,4,6
4,23,bfs,lurd,4,48,142,4,6
4,23,bfs,rdlu,4,48,148,4,6
4,23,bfs,rdul,4,61,186,4,6
4,23,bfs,uldr,4,61,180,4,7
4,23,bfs,ulrd,4,61,180,4,6
4,23,dfs,drlu,24,182,1039,25,7
4,23,dfs,drul,24,312,2226,25,8
4,23,dfs,ludr,24,140,693,25,7
4,23,dfs,lurd,24,396,2781,25,15
4,23,dfs,rdlu,24,274,2076,25,12
4,23,dfs,rdul,24,219,1317,25,7
4,23,dfs,uldr,24,1640,27897,25,26
4,23,dfs,ulrd,24,652,7154,25,12
4,24,astr,hamm,4,5,11,4,4
4,24,astr,manh,4,5,11,4,5
4,24,bd,astrmanhastrmanh,4,6,16,3,5
4,24,bd,bfsrdulbfslurd,4,14,45,3,7
4,24,bfs,drlu,4,25,78,4,7
4,24,bfs,drul,4,25,78,4,6
4,24,bfs,ludr,4,39,125,4,10
4,24,bfs,lurd,4,56,174,4,6
4,24,bfs,rdlu,4,42,127,4,6
4,24,bfs,rdul,4,42,127,4,6
4,24,bfs,uldr,4,39,125,4,6
4,24,bfs,ulrd,4,56,174,4,6
4,24,dfs,drlu,4,5,11,4,6
4,24,dfs,drul,4,5,11,4,6
4,24,dfs,ludr,24,111,540,25,7
4,24,dfs,lurd,24,413,2862,25,9
4,24,dfs,rdlu,24,1247,21797,25,26
4,24,dfs,rdul,24,1075,14582,25,17
4,24,dfs,uldr,24,111,540,25,7
4,24,dfs,ulrd,24,413,2862,25,9
5,1,astr,hamm,5,6,14,5,5
5,1,astr,manh,5,6,14,5,5
5,1,bd,astrmanhastrmanh,5,8,23,4,8
5,1,bd,bfsrdulbfslurd,5,20,64,3,7
5,1,bfs,drlu,5,106,322,5,6
5,1,bfs,drul,5,106,322,5,6
5,1,bfs,ludr,5,122,376,5,10
5,1,bfs,lurd,5,73,230,5,6
5,1,bfs,rdlu,5,57,176,5,6
5,1,bfs,rdul,5,57,176,5,6
5,1,bfs,uldr,5,122,376,5,7
5,1,bfs,ulrd,5,73,230,5,6
5,1,dfs,drlu,25,1424,23766,25,23
5,1,dfs,drul,25,3440,90678,25,67
5,1,dfs,ludr,25,202,920,25,7
5,1,dfs,lurd,25,48,207,25,7
5,1,dfs,rdlu,5,6,14,5,6
5,1,dfs,rdul,5,6,14,5,6
5,1,dfs,uldr,25,202,920,25,7
5,1,dfs,ulrd,25,48,207,25,7
5,2,astr,hamm,5,6,15,5,5
5,2,astr,manh,5,23,64,7,5
5,2,bd,astrmanhastrmanh,5,40,118,7,6
5,2,bd,bfsrdulbfslurd,5,32,104,3,7
5,2,bfs,drlu,5,139,433,5,7
5,2,bfs,drul,5,114,353,5,7
5,2,bfs,ludr,5,113,351,5,12
5,2,bfs,lurd,5,113,351,5,6
5,2,bfs,rdlu,5,139,433,5,8
5,2,bfs,rdul,5,114,353,5,6
5,2,bfs,uldr,5,88,271,5,6
5,2,bfs,ulrd,5,88,271,5,6
5,2,dfs,drlu,25,517,4546,25,10
5,2,dfs,drul,25,596,6781,25,12
5,2,dfs,ludr,25,478,4257,25,10
5,2,dfs,lurd,25,594,6642,25,12
5,2,dfs,rdlu,25,803,8768,25,13
5,2,dfs,rdul,25,280,1993,25,8
5,2,dfs,uldr,25,202,922,25,7
5,2,dfs,ulrd,25,48,209,25,6
5,3,astr,hamm,5,6,16,5,4
5,3,astr,manh,5,6,16,5,5
5,3,bd,astrmanhastrmanh,5,8,25,4,6
5,3,bd,bfsrdulbfslurd,5,22,71,3,8
5,3,bfs,drlu,5,96,293,5,7
5,3,bfs,drul,5,96,293,5,7
5,3,bfs,ludr,5,117,359,5,8
5,3,bfs,lurd,5,83,259,5,6
5,3,bfs,rdlu,5,62,193,5,6
5,3,bfs,rdul,5,62,193,5,6
5,3,bfs,uldr,5,117,359,5,6
5,3,bfs,ulrd,5,83,259,5,6
5,3,dfs,drlu,25,1410,23722,25,23
5,3,dfs,drul,25,3426,90634,25,68
5,3,dfs,ludr,25,195,894,25,7
5,3,dfs,lurd,25,63,253,25,6
5,3,dfs,rdlu,25,824,9065,25,13
5,3,dfs,rdul,25,204,1534,25,7
5,3,dfs,uldr,25,195,894,25,7
5,3,dfs,ulrd,25,63,253,25,6
5,4,astr,hamm,5,6,15,5,4
5,4,astr,manh,5,6,15,5,5
5,4,bd,astrmanhastrmanh,5,8,24,4,6
5,4,bd,bfsrdulbfslurd,5,24,78,3,7
5,4,bfs,drlu,5,76,235,5,6
5,4,bfs,drul,5,76,235,5,6
5,4,bfs,ludr,5,68,213,5,9
5,4,bfs,lurd,5,61,193,5,6
5,4,bfs,rdlu,5,69,215,5,7
5,4,bfs,rdul,5,69,215,5,6
5,4,bfs,uldr,5,68,213,5,8
5,4,bfs,ulrd,5,61,193,5,6
5,4,dfs,drlu,25,834,9056,25,13
5,4,dfs,drul,25,214,1525,25,7
5,4,dfs,ludr,25,195,894,25,7
5,4,dfs,lurd,25,63,253,25,6
5,4,dfs,rdlu,25,824,9064,25,13
5,4,dfs,rdul,25,204,1533,25,7
5,4,dfs,uldr,25,195,894,25,7
5,4,dfs,ulrd,25,63,253,25,6
5,5,astr,hamm,5,6,17,5,4
5,5,astr,manh,5,6,17,5,5
5,5,bd,astrmanhastrmanh,5,8,26,4,6
5,5,bd,bfsrdulbfslurd,5,28,93,3,7
5,5,bfs,drlu,5,77,234,5,7
5,5,bfs,drul,5,77,234,5,6
5,5,bfs,ludr,5,100,310,5,7
5,5,bfs,lurd,5,102,318,5,6
5,5,bfs,rdlu,5,79,242,5,7
5,5,bfs,rdul,5,79,242,5,6
5,5,bfs,uldr,5,100,310,5,7
5,5,bfs,ulrd,5,102,318,5,6
5,5,dfs,drlu,25,310,2214,25,8
5,5,dfs,drul,25,775,8641,25,14
5,5,dfs,ludr,25,170,786,25,7
5,5,dfs,lurd,25,92,403,25,6
5,5,dfs,rdlu,25,3691,95195,25,70
5,5,dfs,rdul,25,955,16254,25,21
5,5,dfs,uldr,25,170,786,25,7
5,5,dfs,ulrd,25,92,403,25,7
5,6,astr,hamm,5,6,17,5,5
5,6,astr,manh,5,6,17,5,5
5,6,bd,astrmanhastrmanh,5,8,26,4,6
5,6,bd,bfsrdulbfslurd,5,20,64,3,7
5,6,bfs,drlu,5,99,300,5,6
5,6,bfs,drul,5,99,300,5,6
5,6,bfs,ludr,5,122,376,5,10
5,6,bfs,lurd,5,80,252,5,6
5,6,bfs,rdlu,5,57,176,5,6
5,6,bfs,rdul,5,57,176,5,6
5,6,bfs,uldr,5,122,376,5,6
5,6,bfs,ulrd,5,80,252,5,6
5,6,dfs,drlu,25,984,16336,25,19
5,6,dfs,drul,25,3720,95277,25,70
5,6,dfs,ludr,25,122,485,25,7
5,6,dfs,lurd,25,140,704,25,7
5,6,dfs,rdlu,5,6,17,5,6
5,6,dfs,rdul,5,6,17,5,6
5,6,dfs,uldr,25,122,485,25,7
5,6,dfs,ulrd,25,140,704,25,7
5,7,astr,hamm,5,6,18,5,5
5,7,astr,manh,5,15,43,5,5
5,7,bd,astrmanhastrmanh,5,24,72,5,5
5,7,bd,bfsrdulbfslurd,5,30,98,3,7
5,7,bfs,drlu,5,136,422,5,7
5,7,bfs,drul,5,121,373,5,7
5,7,bfs,ludr,5,113,351,5,7
5,7,bfs,lurd,5,106,331,5,6
5,7,bfs,rdlu,5,129,402,5,6
5,7,bfs,rdul,5,114,353,5,7
5,7,bfs,uldr,5,98,302,5,6
5,7,bfs,ulrd,5,91,282,5,7
5,7,dfs,drlu,25,310,2212,25,8
5,7,dfs,drul,25,775,8639,25,14
5,7,dfs,ludr,25,278,1982,25,9
5,7,dfs,lurd,25,753,8461,25,13
5,7,dfs,rdlu,25,617,6854,25,12
5,7,dfs,rdul,25,480,4271,25,10
5,7,dfs,uldr,25,170,789,25,7
5,7,dfs,ulrd,25,92,406,25,7
5,8,astr,hamm,5,6,18,5,4
5,8,astr,manh,5,11,31,5,5
5,8,bd,astrmanhastrmanh,5,16,48,4,5
5,8,bd,bfsrdulbfslurd,5,30,98,3,7
5,8,bfs,drlu,5,101,315,5,6
5,8,bfs,drul,5,101,315,5,6
5,8,bfs,ludr,5,141,438,5,7
5,8,bfs,lurd,5,126,389,5,6
5,8,bfs,rdlu,5,86,266,5,6
5,8,bfs,rdul,5,86,266,5,6
5,8,bfs,uldr,5,141,438,5,6
5,8,bfs,ulrd,5,126,389,5,6
5,8,dfs,drlu,25,260,1946,25,7
5,8,dfs,drul,25,745,8443,25,13
5,8,dfs,ludr,25,318,2248,25,8
5,8,dfs,lurd,25,783,8657,25,13
5,8,dfs,rdlu,25,152,735,25,7
5,8,dfs,rdul,25,84,370,25,6
5,8,dfs,uldr,25,634,6908,25,11
5,8,dfs,ulrd,25,497,4307,25,9
5,9,astr,hamm,5,75,235,32,5
5,9,astr,manh,5,10,27,5,5
5,9,bd,astrmanhastrmanh,5,14,41,4,5
5,9,bd,bfsrdulbfslurd,5,30,99,3,11
5,9,bfs,drlu,5,88,274,5,7
5,9,bfs,drul,5,97,302,5,6
5,9,bfs,ludr,5,82,250,5,13
5,9,bfs,lurd,5,82,250,5,7
5,9,bfs,rdlu,5,88,274,5,6
5,9,bfs,rdul,5,97,302,5,6
5,9,bfs,uldr,5,91,278,5,6
5,9,bfs,ulrd,5,91,278,5,6
5,9,dfs,drlu,25,152,750,25,7
5,9,dfs,drul,25,84,385,25,7
5,9,dfs,ludr,25,318,2250,25,8
5,9,dfs,lurd,25,783,8659,25,13
5,9,dfs,rdlu,25,152,732,25,7
5,9,dfs,rdul,25,84,367,25,6
5,9,dfs,uldr,25,3708,95249,25,71
5,9,dfs,ulrd,25,972,16290,25,19
5,10,astr,hamm,5,7,19,5,5
5,10,astr,manh,5,10,27,5,5
5,10,bd,astrmanhastrmanh,5,14,41,4,6
5,10,bd,bfsrdulbfslurd,5,28,91,3,7
5,10,bfs,drlu,5,110,340,5,7
5,10,bfs,drul,5,75,236,5,6
5,10,bfs,ludr,5,104,316,5,9
5,10,bfs,lurd,5,104,316,5,6
5,10,bfs,rdlu,5,110,340,5,6
5,10,bfs,rdul,5,75,236,5,6
5,10,bfs,uldr,5,69,212,5,6
5,10,bfs,ulrd,5,69,212,5,6
5,10,dfs,drlu,25,104,449,25,7
5,10,dfs,drul,25,132,686,25,7
5,10,dfs,ludr,25,992,16372,25,19
5,10,dfs,lurd,25,3728,95295,25,77
5,10,dfs,rdlu,25,104,431,25,6
5,10,dfs,rdul,25,132,668,25,7
5,10,dfs,uldr,25,195,898,25,7
5,10,dfs,ulrd,25,64,257,25,6
5,11,astr,hamm,5,6,17,5,5
5,11,astr,manh,5,6,17,5,5
5,11,bd,astrmanhastrmanh,5,8,26,4,6
5,11,bd,bfsrdulbfslurd,5,24,77,3,8
5,11,bfs,drlu,5,91,278,5,6
5,11,bfs,drul,5,91,278,5,6
5,11,bfs,ludr,5,114,350,5,11
5,11,bfs,lurd,5,88,274,5,6
5,11,bfs,rdlu,5,65,202,5,6
5,11,bfs,rdul,5,65,202,5,7
5,11,bfs,uldr,5,114,350,5,8
5,11,bfs,ulrd,5,88,274,5,6
5,11,dfs,drlu,25,1403,23708,25,24
5,11,dfs,drul,25,3419,90620,25,69
5,11,dfs,ludr,25,190,882,25,7
5,11,dfs,lurd,25,70,268,25,6
5,11,dfs,rdlu,25,828,9078,25,13
5,11,dfs,rdul,25,209,1547,25,8
5,11,dfs,uldr,25,190,882,25,7
5,11,dfs,ulrd,25,70,268,25,6
5,12,astr,hamm,5,6,16,5,5
5,12,astr,manh,5,6,16,5,5
5,12,bd,astrmanhastrmanh,5,8,25,4,5
5,12,bd,bfsrdulbfslurd,5,26,85,3,7
5,12,bfs,drlu,5,71,220,5,9
5,12,bfs,drul,5,71,220,5,7
5,12,bfs,ludr,5,65,204,5,8
5,12,bfs,lurd,5,66,208,5,6
5,12,bfs,rdlu,5,72,224,5,6
5,12,bfs,rdul,5,72,224,5,6
5,12,bfs,uldr,5,65,204,5,11
5,12,bfs,ulrd,5,66,208,5,6
5,12,dfs,drlu,25,827,9042,25,14
5,12,dfs,drul,25,207,1511,25,8
5,12,dfs,ludr,25,190,882,25,7
5,12,dfs,lurd,25,70,268,25,6
5,12,dfs,rdlu,25,828,9077,25,13
5,12,dfs,rdul,25,209,1546,25,7
5,12,dfs,uldr,25,190,882,25,7
5,12,dfs,ulrd,25,70,268,25,6
5,13,astr,hamm,5,6,18,5,5
5,13,astr,manh,5,6,18,5,5
5,13,bd,astrmanhastrmanh,5,8,27,4,5
5,13,bd,bfsrdulbfslurd,5,26,85,3,7
5,13,bfs,drlu,5,72,219,5,7
5,13,bfs,drul,5,72,219,5,6
5,13,bfs,ludr,5,97,301,5,11
5,13,bfs,lurd,5,107,333,5,6
5,13,bfs,rdlu,5,82,251,5,7
5,13,bfs,rdul,5,82,251,5,6
5,13,bfs,uldr,5,97,301,5,13
5,13,bfs,ulrd,5,107,333,5,6
5,13,dfs,drlu,25,303,2200,25,8
5,13,dfs,drul,25,768,8627,25,14
5,13,dfs,ludr,25,165,774,25,7
5,13,dfs,lurd,25,99,418,25,6
5,13,dfs,rdlu,25,3696,95208,25,72
5,13,dfs,rdul,25,960,16267,25,19
5,13,dfs,uldr,25,165,774,25,7
5,13,dfs,ulrd,25,99,418,25,7
5,14,astr,hamm,5,6,18,5,5
5,14,astr,manh,5,6,18,5,5
5,14,bd,astrmanhastrmanh,5,8,27,4,5
5,14,bd,bfsrdulbfslurd,5,22,71,3,7
5,14,bfs,drlu,5,94,285,5,7
5,14,bfs,drul,5,94,285,5,6
5,14,bfs,ludr,5,119,367,5,8
5,14,bfs,lurd,5,85,267,5,7
5,14,bfs,rdlu,5,60,185,5,6
5,14,bfs,rdul,5,60,185,5,6
5,14,bfs,uldr,5,119,367,5,7
5,14,bfs,ulrd,5,85,267,5,6
5,14,dfs,drlu,25,977,16322,25,19
5,14,dfs,drul,25,3713,95263,25,68
5,14,dfs,ludr,25,117,473,25,7
5,14,dfs,lurd,25,147,719,25,7
5,14,dfs,rdlu,25,173,857,25,7
5,14,dfs,rdul,25,51,234,25,7
5,14,dfs,uldr,25,117,473,25,6
5,14,dfs,ulrd,25,147,719,25,7
5,15,astr,hamm,5,6,19,5,5
5,15,astr,manh,11,19,58,11,5
5,15,bd,astrmanhastrmanh,11,32,99,10,6
5,15,bd,bfsrdulbfslurd,5,26,86,3,7
5,15,bfs,drlu,5,131,407,5,7
5,15,bfs,drul,5,116,358,5,7
5,15,bfs,ludr,5,110,342,5,10
5,15,bfs,lurd,5,111,346,5,6
5,15,bfs,rdlu,5,132,411,5,6
5,15,bfs,rdul,5,117,362,5,6
5,15,bfs,uldr,5,95,293,5,9
5,15,bfs,ulrd,5,96,297,5,6
5,15,dfs,drlu,25,303,2198,25,9
5,15,dfs,drul,25,768,8625,25,14
5,15,dfs,ludr,25,273,1970,25,8
5,15,dfs,lurd,25,760,8476,25,14
5,15,dfs,rdlu,25,430,3721,25,11
5,15,dfs,rdul,25,485,4284,25,10
5,15,dfs,uldr,25,165,777,25,7
5,15,dfs,ulrd,25,99,421,25,6
5,16,astr,hamm,5,6,16,5,5
5,16,astr,manh,5,6,16,5,5
5,16,bd,astrmanhastrmanh,5,8,25,4,6
5,16,bd,bfsrdulbfslurd,5,18,56,3,7
5,16,bfs,drlu,5,54,171,5,6
5,16,bfs,drul,5,54,171,5,6
5,16,bfs,ludr,5,85,262,5,7
5,16,bfs,lurd,5,83,257,5,6
5,16,bfs,rdlu,5,52,166,5,6
5,16,bfs,rdul,5,52,166,5,6
5,16,bfs,uldr,5,85,262,5,6
5,16,bfs,ulrd,5,83,257,5,6
5,16,dfs,drlu,25,175,844,25,7
5,16,dfs,drul,25,53,221,25,6
5,16,dfs,ludr,25,846,9080,25,13
5,16,dfs,lurd,25,224,1558,25,7
5,16,dfs,rdlu,25,172,853,25,7
5,16,dfs,rdul,25,50,230,25,6
5,16,dfs,uldr,25,846,9106,25,14
5,16,dfs,ulrd,25,224,1584,25,9
5,17,astr,hamm,9,84,265,36,5
5,17,astr,manh,5,8,22,5,5
5,17,bd,astrmanhastrmanh,5,10,30,4,5
5,17,bd,bfsrdulbfslurd,5,26,85,3,8
5,17,bfs,drlu,5,103,317,5,7
5,17,bfs,drul,5,76,237,5,6
5,17,bfs,ludr,5,105,320,5,7
5,17,bfs,lurd,5,103,315,5,6
5,17,bfs,rdlu,5,101,312,5,6
5,17,bfs,rdul,5,74,232,5,7
5,17,bfs,uldr,5,78,240,5,7
5,17,bfs,ulrd,5,76,235,5,8
5,17,dfs,drlu,25,175,844,25,7
5,17,dfs,drul,25,53,221,25,6
5,17,dfs,ludr,25,1422,23746,25,23
5,17,dfs,lurd,25,3435,90667,25,71
5,17,dfs,rdlu,25,172,853,25,7
5,17,dfs,rdul,25,50,230,25,6
5,17,dfs,uldr,25,846,9107,25,13
5,17,dfs,ulrd,25,224,1585,25,7
5,18,astr,hamm,5,6,18,5,5
5,18,astr,manh,5,6,18,5,5
5,18,bd,astrmanhastrmanh,5,8,27,4,5
5,18,bd,bfsrdulbfslurd,5,24,77,3,7
5,18,bfs,drlu,5,62,190,5,6
5,18,bfs,drul,5,62,190,5,6
5,18,bfs,ludr,5,87,272,5,7
5,18,bfs,lurd,5,117,362,5,6
5,18,bfs,rdlu,5,92,280,5,6
5,18,bfs,rdul,5,92,280,5,6
5,18,bfs,uldr,5,87,272,5,8
5,18,bfs,ulrd,5,117,362,5,9
5,18,dfs,drlu,25,54,237,25,6
5,18,dfs,drul,25,176,860,25,7
5,18,dfs,ludr,25,150,722,25,7
5,18,dfs,lurd,25,114,470,25,7
5,18,dfs,rdlu,25,3710,95260,25,71
5,18,dfs,rdul,25,974,16319,25,20
5,18,dfs,uldr,25,150,722,25,7
5,18,dfs,ulrd,25,114,470,25,6
5,19,astr,hamm,5,6,18,5,5
5,19,astr,manh,5,6,18,5,5
5,19,bd,astrmanhastrmanh,5,8,27,4,6
5,19,bd,bfsrdulbfslurd,5,24,78,3,7
5,19,bfs,drlu,5,84,256,5,7
5,19,bfs,drul,5,84,256,5,6
5,19,bfs,ludr,5,109,338,5,7
5,19,bfs,lurd,5,95,296,5,6
5,19,bfs,rdlu,5,70,214,5,6
5,19,bfs,rdul,5,70,214,5,6
5,19,bfs,uldr,5,109,338,5,7
5,19,bfs,ulrd,5,95,296,5,6
5,19,dfs,drlu,25,963,16270,25,19
5,19,dfs,drul,25,3699,95211,25,70
5,19,dfs,ludr,25,102,421,25,6
5,19,dfs,lurd,25,162,771,25,7
5,19,dfs,rdlu,25,765,8624,25,18
5,19,dfs,rdul,25,300,2197,25,8
5,19,dfs,uldr,25,102,421,25,6
5,19,dfs,ulrd,25,162,771,25,8
5,20,astr,hamm,5,6,19,5,4
5,20,astr,manh,5,10,30,5,5
5,20,bd,astrmanhastrmanh,5,14,43,4,5
5,20,bd,bfsrdulbfslurd,5,56,179,4,8
5,20,bfs,drlu,5,119,367,5,6
5,20,bfs,drul,5,134,416,5,7
5,20,bfs,ludr,5,98,302,5,7
5,20,bfs,lurd,5,93,288,5,7
5,20,bfs,rdlu,5,114,353,5,11
5,20,bfs,rdul,5,129,402,5,8
5,20,bfs,uldr,5,113,351,5,6
5,20,bfs,ulrd,5,108,337,5,6
5,20,dfs,drlu,25,488,4287,25,10
5,20,dfs,drul,25,624,6870,25,12
5,20,dfs,ludr,25,102,424,25,7
5,20,dfs,lurd,25,162,774,25,7
5,20,dfs,rdlu,25,765,8622,25,14
5,20,dfs,rdul,25,300,2195,25,8
5,20,dfs,uldr,25,763,8479,25,13
5,20,dfs,ulrd,25,270,1967,25,8
5,21,astr,hamm,5,6,17,5,4
5,21,astr,manh,5,6,17,5,5
5,21,bd,astrmanhastrmanh,5,8,26,4,5
5,21,bd,bfsrdulbfslurd,5,24,78,3,7
5,21,bfs,drlu,5,67,207,5,6
5,21,bfs,drul,5,67,207,5,6
5,21,bfs,ludr,5,90,279,5,8
5,21,bfs,lurd,5,112,345,5,6
5,21,bfs,rdlu,5,89,273,5,6
5,21,bfs,rdul,5,89,273,5,6
5,21,bfs,uldr,5,90,279,5,6
5,21,bfs,ulrd,5,112,345,5,6
5,21,dfs,drlu,25,212,1550,25,7
5,21,dfs,drul,25,831,9081,25,14
5,21,dfs,ludr,25,73,271,25,6
5,21,dfs,lurd,25,187,879,25,7
5,21,dfs,rdlu,25,3416,90617,25,65
5,21,dfs,rdul,25,1400,23705,25,28
5,21,dfs,uldr,25,73,271,25,7
5,21,dfs,ulrd,25,187,879,25,7
